category,description
world news,"Earlier Saturday, police stopped a convoy of buses that were filled with Arab citizens on the main highway heading to Jerusalem for Ramadan prayers. Israel’s public broadcaster Kan said police stopped the buses for a security check."
world news,"Ibtasam Maraana, an Arab member of parliament, accused police of a “terrible attack” on freedom of religion. “Police: Remember that they are citizens, not enemies,” she wrote on Twitter."
world news,"Muslims fast from dawn to dusk during Ramadan, and travelers, upset that they were stopped without explanation on a hot day, exited the buses and blocked the highway in protest. Kan showed footage of the protesters praying, chanting slogans and marching along the highway toward Jerusalem. The road was reopened several hours later."
world news,"On Sunday evening, Jewish Israelis begin marking “Jerusalem Day,” a national holiday in which Israel celebrates its annexation of east Jerusalem and religious nationalists hold parades and other celebrations in the city. On Monday, an Israeli court is expected to issue a verdict on the planned evictions in Sheikh Jarrah."
world news,"Israel annexed east Jerusalem in a move not recognized internationally, and views the entire city as its capital. The Palestinians view east Jerusalem — which includes major holy sites for Jews, Christians and Muslims — as their capital, and its fate is one of the most sensitive issues in the conflict."
world news,"Protests broke out at the beginning of Ramadan three weeks ago when Israel restricted gatherings at a popular meeting spot outside Jerusalem’s Old City. Israel removed the restrictions, briefly calming the situation, but protests have reignited in recent days over the threatened evictions in east Jerusalem, which is claimed by both sides in their decades-old conflict."
world news,"Other recent developments, including the cancellation of Palestinian elections, deadly violence in which a Palestinian teenager, two Palestinian gunmen and a young Israeli man were killed in separate incidents in the West Bank, and the election to Israel’s parliament of a far-right Jewish nationalist party, also have contributed to the tense atmosphere. One right-wing lawmaker, Itamar Ben-Gvir, briefly set up an outdoor “office” in the heart of a Palestinian neighborhood last week, infuriating local residents."
world news,"In recent days, protests have grown over Israel’s threatened eviction in Sheikh Jarrah of dozens of Palestinians embroiled in a long legal battle with Israeli settlers trying to acquire property in the neighborhood."
world news,"Israel captured east Jerusalem, along with the West Bank and Gaza — territories the Palestinians want for their future state — in the 1967 Mideast war."
world news,"The Al-Aqsa mosque compound is the third holiest site in Islam. It is also the holiest site for Jews, who refer to it as the Temple Mount because it was the location of the biblical temples. It has long been a flashpoint in the Israeli-Palestinian conflict."
world news,"The United States said it was “deeply concerned” about both the violence and the threatened evictions. The so-called Quartet of Mideast peace makers, which includes the U.S., European Union, Russia and United Nations, also expressed concern."
world news,"In a call to Palestine TV late Friday, President Mahmoud Abbas praised the “courageous stand” of the protesters and said Israel bore full responsibility for the violence. Abbas last week postponed planned parliamentary elections, citing Israeli restrictions in east Jerusalem for the delay."
world news,"“Neither you, nor your army and police, can win this battle,” he said."
world news,"Egypt and Jordan, which made peace with Israel decades ago, condemned Israel’s actions, as did the Gulf countries of Bahrain and the United Arab Emirates, two of the four Arab countries that signed U.S.-brokered normalization agreements with Israel last year. The UAE expressed “strong condemnation” of Israel’s storming of Al-Aqsa."
world news,"Israel’s Foreign Ministry had earlier accused the Palestinians of seizing on the threatened evictions, which it described as a “real-estate dispute between private parties,” in order to incite violence."
world news,"Hamas, which rules the Gaza Strip and opposes Israel’s existence, has called for a new intifada, or uprising."
world news,"Akram reported from Gaza City, Gaza Strip."
world news,"In an interview with a Hamas-run TV station, the group’s top leader Ismail Haniyeh warned Israeli Prime Minister Benjamin Netanyahu not to “play with fire” in Jerusalem."
world news,"RIO DE JANEIRO (AP) — Some have claimed she’s indulging a forbidden romance. More likely, loneliness compels her to seek company at Rio de Janeiro’s zoo."
world news,"Either way, a blue-and-yellow macaw that zookeepers named Juliet is believed to be the only wild bird of its kind left in the Brazilian city where the birds once flew far and wide."
world news,"Almost every morning for the last two decades, Juliet has appeared. She swoops onto the zoo enclosure where macaws are kept and, through its fence, engages in grooming behavior that looks like conjugal canoodling. Sometimes she just sits, relishing the presence of others. She is quieter — shier? more coy? — than her squawking chums."
world news,"Blue-and-yellow macaws live to be about 35 years old and Juliet — no spring chicken — should have found a lifelong mate years ago, according to Neiva Guedes, president of the Hyacinth Macaw Institute, an environmental group. But Juliet hasn’t coupled, built a nest or had chicks so at most she’s “still just dating.”"
world news,"Aside from Juliet, the last sighting of a blue-and-yellow macaw flying free in Rio was in 1818 by an Austrian naturalist, according to Marcelo Rheingantz, a biologist at the Federal University of Rio de Janeiro, and there are no other types of macaws in the city. The lovebirds featured in the 2011 film “Rio″ are Spix’s macaws, which are native to a different region of Brazil and possibly extinct in the wild."
world news,"Being boisterous with brilliant plumage helps macaws find each other in dense forest, but also makes them easier targets for hunters and animal traffickers. They’re often seen in other Brazilian states and across the Amazon, and it is suspected Juliet escaped from captivity."
world news,"Biologists at BioParque aren’t sure if Juliet’s nuzzling is limited to one caged Romeo, or a few of them. They’re not even certain Juliet is female; macaw gender is near impossible to determine by sight, and requires either genetic testing of feathers or blood, or examination of the gonads."
world news,"“They’re social birds, and that means they don’t like to live alone, whether in nature or captivity. They need company,” said Guedes, who also coordinates a project that researches macaws in urban settings. Juliet “very probably feels lonely, and for that reason goes to the enclosure to communicate and interact.”"
world news,"Either would be interference merely to satisfy human curiosity with no scientific end, biologist Angelita Capobianco said inside the enclosure. Nor would they consider confining Juliet, who often soars overhead and appears well-nourished."
world news,"“We don’t want to project human feelings. I look at the animal, and see an animal at ease,” Capobianco said, noting Juliet has never exhibited behavior to indicate disturbance, such as insistently pecking at the fence. “Who am I to decide it should only stay here? I won’t. It comes and goes, and its feathers are beautiful.”"
world news,"After more than a year of COVID-19 quarantine and travel bans, the appeal of roaming without restriction is evident to humankind. Macaws are used to flying great distances of more than 30 kilometers (20 miles) a day, Guedes said."
world news,"Last year, BioParquegave its macaws more space: a 1,000-square-meter (10,700-square-foot) aviary where they fly beside green parrots and golden parakeets to compose an aerial, technicolor swirl. It’s a massive upgrade from prior enclosures that were roughly 100 square feet. BioParque reopened to the public in March, after privatization of Rio’s dilapidated zoo and almost 17 months of renovations."
world news,"BioParque aims to feature species associated with research programs at universities and institutes. One such initiative is Refauna, which reintroduces species into protected areas with an eye on rebuilding ecosystems, and is participating with BioParque to start breeding blue-and-yellow macaws."
world news,"The plan is for parents to raise some 20 chicks that will receive training on forest food sources, the peril of predators and avoidance of power lines. Then the youngsters will be released into Rio’s immense Tijuca Forest National Park, where Juliet has been sighted and is thought to sleep each night."
world news,"After two decades of relative solitude, Juliet will then have the chance to fly with friends. Neves said Juliet could teach them how to navigate the forest, or even find a love of her own."
world news,"“Their role could be important in terms of ecosystem and reforestation. It’s a big animal with big beak that can crack the biggest seeds, and not all birds can,” said Rheingantz, the university biologist, who is also Refauna’s technical coordinator. “The idea is for it to start dispersing those seeds, complementing forest animals that can’t.”"
world news,"After some pandemic-induced delays, the project has slowly restarted and Rheingantz expects to release blue-and-yellow macaws into Tijuca park toward the end of 2022."
world news,"LAUSANNE, Switzerland (AP) — Vaccine developers Pfizer and BioNTech will donate doses to inoculate athletes and officials preparing for the Tokyo Olympics, the IOC said Thursday."
world news,It’s the second major vaccination deal for the International Olympic Committee. An agreement was announced in March between the IOC and Olympic officials in China to buy and distribute Chinese vaccines ahead of the Tokyo Games and next year’s Beijing Winter Games.
world news,"Delivery of doses is set to begin this month to give Olympic delegations time to be fully vaccinated with a second shot before arriving in Tokyo for the games, which open on July 23."
world news,The new Pfizer offer gives the IOC greater coverage worldwide ahead of Tokyo with most countries yet to authorize emergency use of Chinese vaccines.
world news,"“We are inviting the athletes and participating delegations of the upcoming Olympic and Paralympic Games to lead by example and accept the vaccine where and when possible,” IOC President Thomas Bach said in a statement."
world news,"The Pfizer donation followed talks between the firm’s chairman and CEO, Albert Bourla, and Japanese Prime Minister Yoshihide Suga."
world news,"“Following this conversation, the Japanese government had a meeting with the IOC and now the donation plan has been realized,” Pfizer said in a statement."
world news,The IOC-China vaccine deal includes two doses being made available to the general public for each dose received by an Olympic participant in that country.
world news,The IOC said any vaccination program must be done “in accordance with each country’s vaccination guidelines and consistent with local regulations.”
world news,"GAZA CITY, Gaza Strip (AP) — Israel on Wednesday pressed ahead with a fierce military offensive in the Gaza Strip, killing as many as 10 senior Hamas military figures and toppling a pair of high-rise towers housing Hamas facilities in airstrikes. The Islamic militant group showed no signs of backing down and fired hundreds of rockets at Israeli cities."
world news,"In just three days, this latest round of fighting between the bitter enemies has already begun to resemble — and even exceed — a devastating 50-day war in 2014. Like in that previous war, neither side appears to have an exit strategy."
world news,But there are key differences. The fighting has triggered the worst Jewish-Arab violence inside Israel in decades. And looming in the background is an international war crimes investigation.
world news,"At nightfall, the streets of Gaza City resembled a ghost town as people huddled indoors on the final night of Islam’s holiest month of Ramadan. The evening, followed by the Eid al-Fitr holiday, is usually a time of vibrant night life, shopping and crowded restaurants."
world news,"Gaza militants continued to bombard Israel with nonstop rocket fire throughout the day and into early Thursday. The attacks brought life to a standstill in southern communities near Gaza, but also reached as far north as the Tel Aviv area, about 70 kilometers (45 miles) to the north, for a second straight day."
world news,"Rescuers pulled the bodies of a man and his wife from the debris of their home that was hit by rockets in the latest Israeli airstrikes early Thursday, relatives said."
world news,"A total of seven people have been killed in Israel, including four people who died on Wednesday. Among them were a soldier killed by an anti-tank missile and a 6-year-old child hit in a rocket attack."
world news,"Israel carried out an intense barrage of airstrikes just after sunrise, striking dozens of targets in several minutes that set off bone-rattling explosions across Gaza. Airstrikes continued throughout the day, filling the sky with pillars of smoke."
world news,"“There is nowhere to run. There is nowhere to hide,” said Zeyad Khattab, a 44-year-old pharmacist who fled with a dozen other relatives to a family home in central Gaza after bombs pounded his apartment building in Gaza City. “That terror is impossible to describe.”"
world news,"The military said sirens also wailed in northern Israel’s Emek area, or Jezreel Valley, the farthest the effects of Gaza rockets have reached since 2014. The Israeli army also shared footage showing a rocket impact between apartment towers in the Tel Aviv suburb of Petah Tikva early Thursday, apparently sparking a large fire. It said the strike left people wounded and caused “significant damage.”"
world news,"Gaza’s Health Ministry said the death toll rose to 69 Palestinians, including 16 children and six women. Islamic Jihad confirmed the deaths of seven militants, while Hamas acknowledged that a top commander and several other members were killed."
world news,"“We’re coping, sitting at home, hoping it will be OK,” said Motti Haim, a resident of the central town of Beer Yaakov and father of two children. “It’s not simple running to the shelter. It’s not easy with the kids.”"
world news,The Israeli military claims the number of militants killed so far is much higher than Hamas has acknowledged.
world news,"Lt. Col. Jonathan Conricus, a military spokesman, said at least 14 militants were killed Wednesday — including 10 members of the “top management of Hamas” and four weapons experts. Altogether, he claimed some 30 militants have been killed since the fighting began."
world news,"More raids conducted early Thursday were aimed at several “strategically significant” facilities for Hamas, including a bank and a compound for a naval squad, the military said."
world news,"While United Nations and Egyptian officials have said that cease-fire efforts are underway, there were no signs of progress. Israeli television’s Channel 12 reported late Wednesday that Prime Minister Benjamin Netanyahu’s Security Cabinet authorized a widening of the offensive."
world news,"The current eruption of violence began a month ago in Jerusalem, where heavy-handed Israeli police tactics during Ramadan and the threatened eviction of dozens of Palestinian families by Jewish settlers ignited protests and clashes with police. A focal point was the Al-Aqsa Mosque, built on a hilltop compound that is revered by Jews and Muslims, where police fired tear gas and stun grenades at protesters who threw chairs and stones at them."
world news,"U.N. Secretary-General Antonio Guterres condemned the “indiscriminate launching of rockets” from civilian areas in Gaza toward Israeli population centers, but he also urged Israel to show “maximum restraint.” President Joe Biden called Netanyahu to support Israel’s right to defend itself and Secretary of State Antony J. Blinken said he was sending a senior diplomat to the region to try to calm tensions."
world news,"Hamas, claiming to be defending Jerusalem, launched a barrage of rockets at the city late Monday, setting off days of fighting."
world news,"Israel, meanwhile, has struck over 350 targets in Gaza, a tiny territory where 2 million Palestinians have lived under a crippling Israeli-Egyptian blockade since Hamas took power in 2007. Two infantry brigades were sent to the area, indicating preparations for a possible ground invasion."
world news,"The Israeli military says militants have fired about 1,500 rockets in just three days. That is roughly one-third the number fired during the entire 2014 war."
world news,"In tactics echoing past wars, Israel has begun to target senior members of Hamas’ military wing. It also has flattened three high-rise buildings in a tactic that has drawn international scrutiny in the past."
world news,"Israel says the buildings all housed Hamas operations centers, but they also included residential apartments and businesses. In all cases, Israel fired warning shots, allowing people to flee, and there were no reports of casualties."
world news,"The fighting has set off violent clashes between Arabs and Jews in Israel, in scenes unseen since 2000. Netanyahu warned that he was prepared to use an “iron fist if necessary” to calm the violence."
world news,"But ugly clashes erupted across the country late Wednesday. Jewish and Arab mobs battled in the central city of Lod, the epicenter of the troubles, despite a state of emergency and nighttime curfew. In nearby Bat Yam, a mob of Jewish nationalists attacked an Arab motorist, dragged him from his car and beat him until he was motionless."
world news,"In the occupied West Bank, the Israeli military said it thwarted a Palestinian shooting attack that wounded two people. The Palestinian Health Ministry said the suspected gunman was killed. No details were immediately available."
world news,"Still unclear is how the fighting in Gaza will affect Netanyahu’s political future. He failed to form a government coalition after inconclusive parliamentary elections in March, and now his political rivals have three weeks to try to form one."
world news,"His rivals have courted a small Islamist Arab party. But the longer the fighting lasts, the more it could hamper their attempts at forming a coalition. It could also boost Netanyahu if another election is held, since security is his strong suit with the public."
world news,"The International Criminal Court has launched an investigation into possible war crimes by Israel and Hamas. In a brief statement, ICC prosecutor Fatou Bensouda said she had noted “with great concern” the escalation of violence and “the possible commission of crimes.”"
world news,Israel and Hamas have fought three wars since the Islamic militant group seized power in Gaza from rival Palestinian forces in 2007.
world news,"The ICC is looking into Israeli actions in past wars in Gaza. Israel is not a member of the court, does not recognize the ICC’s jurisdiction and rejects the accusations. But in theory, the ICC could issue warrants and try to arrest Israeli suspects while they are traveling overseas."
world news,"Conricus, the military spokesman, said Israeli forces respect international laws on armed conflict and do their utmost to minimize civilian casualties. Israel blames Hamas for civilian casualties because the group fires rockets from residential areas."
world news,"Emanuel Gross, a professor emeritus the University of Haifa law school, said Israel should “take into consideration the concerns of the ICC.” But he said he believes the military is on solid legal ground while rockets are striking Israeli cities."
world news,"“That’s the real meaning of self defense,” he said. “If you are attacked by a terrorist group, you defend yourself.”"
world news,Federman reported from Jerusalem. Associated Press writer Ilan Ben Zion in Jerusalem contributed to this report.
world news,"The Australian state of New South Wales will spend $38.5 million to send a plague of mice eating their way across farms and invading homes “into oblivion,” a move hailed by farmers and rural residents who say they’re at their wits end with a growing tide of rodents."
world news,"Farmers and residents in rural communities for months had been calling on the state government to address the mouse plague. A year of consistent rain created near-perfect breeding conditions for mice, which can produce up to 500 offspring in a season, the Sydney Morning Herald noted."
world news,And breed they did.
world news,"The New South Wales government also said Thursday it would seek “urgent” approval to use an outlawed poison called bromadiolone to treat the scourge. The chemical is a potent anticoagulant banned in California after concerns from environmental groups that it can travel up the food chain and kill other animals like mountain lions, bobcats and golden eagles."
world news,"“This is the equivalent of napalming mice,” the state agriculture minister, Adam Marshall, told the Australian Broadcasting Corp. “This chemical, this poison, will eliminate mice that take these baits within 24 hours.”"
world news,"At least three hospital patients in rural New South Wales have been bitten by rogue mice, and farmers have posted videos to social media showing mice raining from the sky and running across hay bales like a dark brown mist. Farmers said they were worried about the winter crop surviving an onslaught of the hungry rodents, and said another wet season could lead to a resurgence later this year. "
world news,"NSW Farmers, a lobbying group representing agriculture interests, said Thursday it was “relieved action is finally being taken to address the mouse plague crisis.”"
world news,"The package also provides rebates for households and small businesses, and authorizes a limitless supply of free baits for those living in areas hit the hardest by the mouse plague."
world news,"“Rural residents have been forced to endure the impacts of this plague, and our recent survey on the matter shows the immense toll it has had on people’s health and wellbeing,” NSW Farmers President James Jackson said in a statement. “Communities are at their wits end.” "
world news,"The CEO of the Country Women’s Association of NSW, Danica Leys, put it more simply: “There’s no respite when your home is being invaded by mice.”"
world news,"“After enduring drought, fires and COVID-19, these areas now have a plague to contend with and they’ve been doing it on their own for months,” Leys said in a statement. “Along with crop, fodder and machinery losses, town businesses have had suffered stock losses and damage, and then they have to deal with the mice invading their homes and impacting their health, both physical and mental.”"
world news,"GAZA CITY, Gaza Strip (AP) — A confrontation between Israel and Hamas sparked by weeks of tensions in contested Jerusalem escalated Tuesday as Israel unleashed new airstrikes on Gaza while militants barraged Israel with hundreds of rockets. The exchange killed a number of militants and civilians in Gaza and at least three Israelis."
world news,"The barrage of rockets from the Gaza Strip and airstrikes into the territory continued almost nonstop throughout the day, in what appeared to be some of the most intense fighting between Israel and Hamas since their 2014 war. The fire was so relentless that Israel’s Iron Dome rocket-defense system seemed to be overwhelmed. Columns of smoke rose from many places in Gaza."
world news,"By late Tuesday, the violence extended to Tel Aviv, which came under fire from a barrage of rockets launched from the Gaza Strip. A 50-year-old woman was killed. The outgoing volleys set off air raid sirens across the city, and the main international airport quickly closed, forcing flights to divert."
world news,"Hamas said it launched a total of 130 rockets, its most intense strike so far, in response to Israel’s destruction of a high-rise building in Gaza earlier in the evening. The sound of the outgoing rockets could be heard in Gaza. As the rockets rose into the skies, mosques across Gaza blared with chants of “God is great,” “victory to Islam” and “resistance.”"
world news,"One rocket struck a bus in the central city of Holon, just south of Tel Aviv. Medics said three people, including a 5-year-old girl, were wounded and the bus went up in flames."
world news,"Since sundown Monday, 28 Palestinians — including 10 children and a woman— were killed in Gaza, most by airstrikes, health officials there said. The Israeli military said at least 16 of the dead were militants."
world news,"After those deaths, Israeli Prime Minister Benjamin Netanyahu said officials decided to “increase both the strength and rate of the strikes” against militant groups Hamas and Islamic Jihad in the Gaza Strip."
world news,Two women were killed by rockets fired from Gaza that hit their homes in the southern city of Ashkelon — the first Israeli deaths in the current violence. At least 10 other Israelis have been wounded since Monday evening.
world news,"Egyptian officials said they were trying to broker a cease-fire, but the cycle of violence was gaining momentum. Even before the two Israeli deaths, the Israeli military said it was sending troop reinforcements to the Gaza border, and the defense minister ordered the mobilization of 5,000 reserve soldiers."
world news,"Lt. Col. Jonathan Conricus, a military spokesman, told reporters that the objective was to send a “clear message” to Hamas."
world news,"Diplomats sought to intervene. U.N. Secretary-General Antonio Guterres demanded a halt to the “spiraling” violence, a U.N. spokesman said. U.S. Secretary of State Antony Blinken spoke to the Israeli foreign minister to condemn the Hamas attacks and “reiterate the important message of de-escalation,” the State Department said."
world news,"The barrage of rockets and airstrikes was preceded by hours of clashes Monday between Palestinians and Israeli security forces, including dramatic confrontations at Jerusalem’s Al-Aqsa Mosque compound, a sacred site to both Jews and Muslims. The current violence, like previous rounds, including the last intifada, or uprising, has been fueled by conflicting claims over Jerusalem, which is at the emotional core of the long conflict."
world news,"In a sign of widening unrest, hundreds of residents of Arab communities across Israel staged overnight demonstrations denouncing the recent actions of Israeli security forces against Palestinians. It was one of the largest protests by Palestinian citizens in Israel in recent years."
world news,"Israel and Hamas have fought three wars and numerous skirmishes since the militant group seized control of Gaza in 2007. Recent rounds of fighting have usually ended after a few days, often helped by mediation by Qatar, Egypt and others."
world news,"In the central Israeli town of Lod, police fired tear gas and stun grenades after mourners threw rocks at officers during the funeral of an Arab man allegedly shot to death by a Jewish resident the night before. Thousands took part in the funeral, and police said the crowd set fire to a patrol car, a bus and a motorcycle. Two police officers were injured."
world news,"Israel carried out dozens of airstrikes, including two that targeted high-rise apartment buildings where militants were believed to be hiding."
world news,One strike demolished a 12-story building in Gaza City that housed the offices of top Hamas officials. Israeli drones fired a series of warning shots at the roof to give people time to leave the building before it was destroyed. There were no immediate reports of casualties.
world news,"At midday, an airstrike hit a building in central Gaza City, sending terrified residents running into the street, including women and barefoot children. The Islamic Jihad militant group confirmed that the strike killed three of its commanders."
world news,"Another strike hit a high-rise as people were conducting dawn prayers, killing a woman, her 19-year-old disabled son and another man, residents said. Health officials confirmed the deaths."
world news,"The Gaza Health Ministry said 28 people, including 10 children and the woman, have been killed and 152 wounded. Ashraf al-Kidra, a spokesman for the ministry, said Israel’s “relentless assault” was overwhelming the health care system, which has been struggling with a COVID-19 outbreak."
world news,The escalation comes at a time of political limbo in Israel.
world news,"One of those rivals is Israel’s defense minister, who is overseeing the Gaza campaign. It was not clear whether the political atmosphere was spilling over into military decision-making, though the rival camps have unanimously expressed support for striking Hamas hard."
world news,"Netanyahu has been caretaker prime minister since an inconclusive parliamentary election in March. He failed to form a coalition government with his hard-line and ultra-Orthodox allies, and the task was handed to his political rivals last week."
world news,The current violence in Jerusalem coincided with the start of the Muslim fasting month of Ramadan in mid-April.
world news,"The support of an Arab-backed party with Islamist roots is key for the anti-Netanyahu bloc. But the current tensions might deter the party’s leader, Mansour Abbas, from joining a coalition for now. The sides have three more weeks to reach a deal."
world news,"Critics say heavy-handed police measures helped stoke nightly unrest, including a decision to temporarily seal off a popular gathering spot where Palestinian residents would meet after evening prayers. Another flashpoint was the east Jerusalem neighborhood of Sheikh Jarrah, where dozens of Palestinians are under threat of eviction by Jewish settlers."
world news,"Over several days, Israel police fired tear gas, stun grenades and rubber bullets at Palestinians in the compound who hurled stones and chairs. At times, police fired stun grenades into the carpeted mosque."
world news,"Over the weekend, confrontations erupted at the Al-Aqsa Mosque compound, which is the third holiest site of Islam and the holiest site in Judaism."
world news,"On Monday evening, Hamas began firing rockets from Gaza. From there on, the escalation was rapid."
world news,"Gaza militants fired more than 500 rockets at Israel, with about one-third falling short and landing in Gaza, Conricus said."
world news,"At midday, a barrage of some 10 rockets whizzed above the southern city of Ashdod, filling the skies with streaks of white smoke."
world news,"The military hit 130 targets in Gaza, including two tunnels militants were digging under the border with Israel, Conricus said. He did not address Gaza Health Ministry reports about the dead children."
world news,"A rocket that hit an apartment building in Ashkelon injured six people, according to Israeli paramedic service Magen David Adom. A building in Ashdod was also hit, lightly wounding four, Israeli police said."
world news,"Seven of the deaths in Gaza were members of a single family, including three children, who died in an explosion in the northern Gaza town of Beit Hanoun. It was not clear if the blast was caused by an Israeli airstrike or errant rocket."
world news,"Federman reported from Jerusalem. Associated Press writers Karin Laub in the West Bank, Ilan Ben Zion in Jerusalem and Samy Magdy in Cairo contributed."
world news,"The package of about 30 bills was unveiled by Queen Elizabeth II in the annual Queen’s Speech, in which the monarch reads out the government’s legislative priorities at the ceremonial start of the new parliamentary session."
world news,"LONDON (AP) — The U.K. government sought to capitalize on its electoral strength Tuesday, outlining a sweeping legislative agenda to bolster the economy after the COVID-19 pandemic, defuse tensions that threaten the country’s unity and combat social issues ranging from housing to care for older adults."
world news,"The event, pared down for pandemic times, was the queen’s first major public appearance since the funeral of her husband, Prince Philip, last month. A single throne was placed beneath the gold canopy for the monarch. In times past, there were a pair of thrones — one for the queen and another for her consort."
world news,"“My government’s priority is to deliver a national recovery from the pandemic that makes the United Kingdom stronger, healthier and more prosperous than before,” the queen said in the House of Lords."
world news,"The queen, who did not wear a mask, was escorted into the chamber by her son, Prince Charles."
world news,"She delivered the speech slowly and deliberately before a socially distanced audience, all of whom needed to have a negative COVID test in order to attend."
world news,Prime Minister Boris Johnson and his Cabinet put together the list of proposals after a year of lockdowns and COVID-19 restrictions triggered the U.K.’s deepest economic slump in three centuries. The government is also facing renewed calls for Scottish independence and unrest in Northern Ireland fueled by Britain’s departure from the European Union.
world news,"The queen did not wear her crown. Instead, it was carried into the chamber ahead of her on a cushion."
world news,"Ahead of the speech, Johnson announced plans to give all adults access to four years of university or job training throughout their lifetimes as part of an effort to ensure workers have the skills employers need in a changing economy. The government also plans to revamp planning laws to speed up construction of new homes."
world news,"“These new laws are the rocket fuel that we need to level up this country and ensure equal opportunities for all,” Johnson said in a statement released ahead of the speech. “We know that having the right skills and training is the route to better, well-paid jobs.”"
world news,"Israel has massed troops along the border and called up 9,000 reservists following days of fighting with the Islamic militant group Hamas, which controls Gaza. Palestinians militants have fired some 1,800 rockets and the military has launched more than 600 airstrikes, toppling at least three apartment blocks."
world news,"Johnson will pursue the agenda from a position of strength, with his Conservative Party holding 365 of the 650 seats in the House of Commons. That electoral power was underscored last week, when the Conservatives dominated local elections in England."
world news,"The legislative program also includes plans for a summit meeting between leaders of the U.K. government and the devolved administrations of Northern Ireland, Scotland and Wales to discuss issues caused by the pandemic. The government also said it would invest in transport links between the U.K.’s four nations and reiterated a commitment that all parts of the country would benefit from a 4.8 billion pound fund to improve town centers and local transport projects."
world news,The opposition Labour Party said the government must also come up with a plan to create jobs if the training program is to have any meaning. Labour has previously criticized the government for boosting job creation figures with part-time and low paying jobs.
world news,"The government also promised to bring forward proposals to reform the social care system, which provides in-home and nursing home services for older people. That fell short of demands from advocates for concrete proposals to resolve the long-running problem."
world news,"In addition, the government plans to require voters to show a photo ID before they cast their ballots, ban so-called gay-conversion therapy, restrict the prosecution of soldiers who served in Northern Ireland and overhaul nursing home care."
world news,One of the most controversial elements of the government’s program is a crime bill that stalled in the last parliament amid concern that it gave police too much power to restrict public protests.
world news,Police were criticized for being too lenient after environmental protesters shut down central London last year and for being too heavy handed in March when they broke up a vigil for a young woman who was murdered after being kidnapped in the capital.
world news,"“It’s great to hear that they want people to be able to retrain, but where are the jobs that people need, the good-quality jobs, not just the jobs, but the good-quality jobs that allow people to earn decent money to look after their families?” Lisa Nandy, Labour’s spokeswoman on foreign affairs, told the BBC."
world news,"The issue has vexed government for more than a decade as rising costs squeeze local governments, which are required to provide care for those who can’t afford it, and leave wealthier families in fear of losing their homes as they struggle to pay for the care of aging relatives."
world news,"Since then, Israel has attacked hundreds of targets in Gaza, causing earth-shaking explosions across the densely populated territory. Gaza militants have fired 1,800 rockets into Israel, including more than 400 that fell short or misfired, according to the military."
world news,"The stepped-up fighting came as communal violence in Israel erupted for a fourth night, with Jewish and Arab mobs clashing in the flashpoint town of Lod. The fighting took place despite a bolstered police presence ordered by the nation’s leaders."
world news,"GAZA CITY, Gaza Strip (AP) — Israeli artillery pounded northern Gaza early Friday in an attempt to destroy a vast network of militant tunnels inside the territory, the military said, bringing the front lines closer to dense civilian areas and paving the way for a potential ground invasion."
world news,"Lt. Col. Jonathan Conricus, a military spokesman, said tanks stationed near the border fired 50 rounds. It was part of a large operation that also involved airstrikes and was aimed at destroying tunnels beneath Gaza City used by militants to evade surveillance and airstrikes, which the military refers to as “the Metro.”"
world news,"The strikes came after Egyptian mediators rushed to Israel for cease-fire talks that showed no signs of progress. Saleh Aruri, an exiled senior Hamas leader, told London-based satellite channel Al Araby that his group has turned down a proposal for a three-hour lull. He said Egypt, Qatar and the United Nations were leading the truce efforts."
world news,"The rockets have brought life in parts of southern Israel to a standstill, and several barrages have targeted the seaside metropolis of Tel Aviv, some 70 kilometers (45 miles) away from Gaza."
world news,Masses of red flames illuminated the skies as the deafening blasts from the outskirts of Gaza City jolted people awake.
world news,"In the northern Gaza Strip, Rafat Tanani, his pregnant wife and four children were killed after an Israeli warplane reduced the building to rubble, residents said. Sadallah Tanani, a relative, said the family was “wiped out from the population register” without warning. “It was a massacre. My feelings are indescribable,” he said."
world news,"Prime Minister Benjamin Netanyahu vowed to continue the operation, saying in a video statement that Israel would “extract a very heavy price from Hamas.”"
world news,"Gaza’s Health Ministry said the death toll has climbed to 109 Palestinians, including 28 children and 15 women, with 621 people wounded. The Hamas and Islamic Jihad militant groups have confirmed 20 deaths in their ranks, though Israel says that number is much higher. Seven people have been killed in Israel, including a 6-year-old boy and a soldier."
world news,"In Washington, President Joe Biden said he spoke with Netanyahu about calming the fighting but also backed the Israeli leader by saying “there has not been a significant overreaction.”"
world news,"Hamas showed no signs of backing down. It fired its most powerful rocket, the Ayyash, nearly 200 kilometers (120 miles) into southern Israel. The rocket landed in the open desert but briefly disrupted flight traffic at the southern Ramon airport. Hamas has also launched two drones that Israel said it quickly shot down."
world news,"Israel has come under heavy international criticism for civilian casualties during three previous wars in Gaza, a densely populated area that is home to more than 2 million Palestinians. It says Hamas is responsible for endangering civilians by placing military infrastructure in civilian areas and launching rockets from them."
world news,"The fighting cast a pall over the Muslim holiday of Eid al-Fitr, normally marked by family gatherings and festive meals. Instead, the streets of Gaza were mostly empty."
world news,"Hamas military spokesman Abu Obeida said the group was not afraid of a ground invasion, which would be a chance “to increase our catch” of dead or captive soldiers."
